rowname	logFC	AveExpr	t	P.Value	adj.P.Val	B
TUBBP1	-1.26171895779458	0.770441204216862	-22.4020617712412	0.000167899358380645	0.0624373121996538	1.94891993616192
ZNF383	-1.00911858656171	3.00675072439089	-22.0539845853925	0.000176119544391872	0.0624373121996538	1.91286305135847
ART3	1.07087083418584	1.65731006699805	21.9070570166155	0.000179749421330968	0.0624373121996538	1.89732715209682
NUS1P2	-1.12534081746534	0.121860172093274	-21.8649235757028	0.000180808591370434	0.0624373121996538	1.89283678423551
LINC02346	-1.000572926881	-0.258047206127147	-21.6808679078925	0.000185533639787698	0.0624373121996538	1.87303448198613
LINC02328	-0.971936633912193	0.5018831809071	-21.6549705564143	0.000186211545271543	0.0624373121996538	1.87022363710729
ITGB3BP	0.990835404245807	2.28438951836138	21.582277509427	0.00018813201531596	0.0624373121996538	1.86230095985154
RNU6-37P	-0.978744023654497	0.89906256353413	-21.5673953362197	0.000188528416759338	0.0624373121996538	1.86067300534184
LINC01354	1.76806383178795	0.0100995192050196	21.5568365288319	0.000188810332067447	0.0624373121996538	1.85951674627459
FP236383.11	-1.80421021800794	0.117127425500353	-21.5153660528658	0.000189922992517502	0.0624373121996538	1.85496550697959
FP236383.9	-1.80421021800794	0.117127425500353	-21.5153660528658	0.000189922992517502	0.0624373121996538	1.85496550697959
RHEBP2	-1.21692866001427	-0.216186024687553	-21.4908747200886	0.000190584180082457	0.0624373121996538	1.85227020042947
RBM5-AS1	-1.36509834288086	0.369354264397382	-21.3817212967825	0.000193568328208472	0.0624373121996538	1.84018985144559
ZIM2	1.33236159075168	2.65390789667392	21.2725769712509	0.000196614411347538	0.0624373121996538	1.82799873008175
NPAS4	-1.05078155628118	0.824323707580552	-21.2606553722783	0.000196950963865289	0.0624373121996538	1.82666029400754
AC010300.1	0.950247963432165	3.99132309513019	21.1124288867404	0.000201199905844909	0.0624373121996538	1.8099055865397
UTP14C	-1.87213836670909	0.89256306538857	-21.1041966340898	0.000201439428131545	0.0624373121996538	1.8089688714156
AC113189.4	0.993552570454424	0.679095904253178	21.0088772815722	0.00020424050066239	0.0624373121996538	1.79807503005698
TAF1L	-0.981481785423862	-0.13718475900419	-20.9960981661791	0.00020461994281614	0.0624373121996538	1.79660781072755
AL513477.2	0.980573979501578	-0.209362709638439	20.8321415888141	0.000209572079396428	0.0624373121996538	1.77764095332527
FKBP5	1.76893150888607	3.78100700021245	20.7569390183505	0.000211896618878224	0.0624373121996538	1.76885219150769
SYNPO2L	-0.935950708036589	0.583335934866241	-20.6289235867435	0.000215932769915029	0.0624373121996538	1.75376063681511
AC009879.3	-1.57090955575859	4.15226956991944	-20.5872537720712	0.000217268503751274	0.0624373121996538	1.74881241566725
LINC00865	-1.13626853692663	1.26840649628414	-20.5332742572431	0.000219015142501875	0.0624373121996538	1.74237606713803
AC008591.1	-1.26675801264575	0.610679172778642	-20.526037296335	0.000219250723699437	0.0624373121996538	1.74151088343118
FLVCR1-DT	0.955989465472793	0.786645253029739	20.4925371065105	0.000220345621096181	0.0624373121996538	1.73749889258912
AL445931.1	-1.14211327323995	-0.295597945830305	-20.3495177430844	0.000225102268712851	0.0624373121996538	1.72024013719049
MTHFS	-0.95388477212232	1.43594039492318	-20.2502318610105	0.000228484618925285	0.0624373121996538	1.70813307492011
AL445426.1	-0.942419338269107	-0.14169836345481	-20.2397859613721	0.000228844379624144	0.0624373121996538	1.70685323773351
AC110769.2	0.921234397617208	0.0866993140188787	20.1587439883175	0.000231661139822809	0.0624373121996538	1.69688453260302
COL14A1	-1.61250964737196	0.652953054936157	-20.1528238988437	0.000231868698294925	0.0624373121996538	1.69615357658007
AC015819.3	-1.0023543337611	0.365549919764976	-19.9695281384216	0.000238418735858347	0.0624373121996538	1.67333519693691
ERVFRD-1	1.00239899256306	0.53275336077117	19.8918735363514	0.000241267603882101	0.0624373121996538	1.663557832739
AC108134.2	-0.897206526891498	0.823180137311307	-19.8177558791246	0.000244028901968336	0.0624373121996538	1.65416388126466
SNORA55	-0.887306957014301	1.2693411846446	-19.6962336740402	0.00024864752937217	0.0624373121996538	1.63862952290961
AC127520.1	-0.925854130104615	-0.319691094015717	-19.5624001672891	0.000253868945508842	0.0624373121996538	1.62132908895781
AC245100.7	-0.971547619393032	-0.33067659360345	-19.5429506682325	0.000254639797638863	0.0624373121996538	1.61879793917462
AC009078.3	0.879559360003374	1.90285788474146	19.4544417972502	0.000258187124330946	0.0624373121996538	1.60722463438836
ZNF93	-1.61221107662846	1.01459935731283	-19.3483406320473	0.000262526271076801	0.0624373121996538	1.59323163279985
AC087521.2	1.10892786689683	0.783608731218191	19.0338354695414	0.00027596922406577	0.0624373121996538	1.55097437796983
LINC00898	0.869197509257144	1.22747434604703	18.9835797810482	0.000278201169868721	0.0624373121996538	1.54411208818765
ANKRD45	2.03950797322147	1.02610097778741	18.980679594534	0.000278330700535176	0.0624373121996538	1.54371513812104
SNORD71	-1.03964232375541	0.893409706997237	-18.8842214116627	0.000282684669379475	0.0624373121996538	1.53045429091937
RSPH10B2	-0.8728187079661	0.0837627638214472	-18.8038387762602	0.000286382138470227	0.0624373121996538	1.51931602245343
FREM2	1.03493369457898	3.72672874392947	18.7282474400007	0.000289917847473285	0.0624373121996538	1.50876843948832
FP671120.2	-1.72229137045482	2.18698962000946	-18.544824922367	0.000298740788156359	0.0624373121996538	1.48287585826035
BBS5	0.853715077343592	3.63107153724422	18.4771347438932	0.000302086526075926	0.0624373121996538	1.4732122193328
PCDHA10	0.869109822942094	3.80763030361815	18.4575625341584	0.00030306316311324	0.0624373121996538	1.47040704739472
TLCD1	1.59977657033514	0.157287711400402	18.345967069248	0.00030871228942577	0.0624373121996538	1.454317821428
RXFP3	-1.07553391501601	0.536507065601833	-18.2562310980281	0.000313356364358766	0.0624373121996538	1.44126206903614
PARP12	1.04710805062867	1.26146277567247	18.2204138476704	0.000315235820115601	0.0624373121996538	1.43602132580618
GRM6	0.841712870340341	1.13083319215428	18.2172777163144	0.000315401093489408	0.0624373121996538	1.43556164045522
AL121772.3	0.821129764813057	-0.465921418206236	18.183645412337	0.000317180739347337	0.0624373121996538	1.43062369109875
PTGER3	-1.81986722396672	2.25570517458595	-18.1373789525495	0.000319650701667807	0.0624373121996538	1.42380612268515
AL031282.2	0.813945757692907	3.56253489387181	18.1166183646125	0.000320767293907082	0.0624373121996538	1.42073764231601
NAT16	-0.839509812205747	0.638148571462124	-18.0983537097558	0.000321753916948712	0.0624373121996538	1.4180332814088
TRAPPC6A	0.913135971082293	1.66684550071994	17.9667106591308	0.000328985210775821	0.0624373121996538	1.3984081034869
NBAT1	-0.97128241356999	-0.344562247028231	-17.9424580146428	0.000330340833971462	0.0624373121996538	1.39476681758208
SETD9	-0.929114964938187	0.893454626470869	-17.9388863159934	0.000330541101453471	0.0624373121996538	1.39422988311149
PARP9	0.829255502904985	2.43104293139589	17.8991904957012	0.00033277772790014	0.0624373121996538	1.38825060709612
SNORA68	-0.803022357959208	0.848990456649261	-17.8819771981549	0.000333753822764716	0.0624373121996538	1.38565107248911
CALB2	-0.82024447860291	3.43991728143981	-17.8708605454126	0.000334386216690016	0.0624373121996538	1.38397007396117
PIPSL	-1.0178400654232	-0.246546510794042	-17.8620317539923	0.000334889591209165	0.0624373121996538	1.38263381636104
BVES-AS1	-1.10508554553816	1.12074531994062	-17.8425552238548	0.000336003599515829	0.0624373121996538	1.37968218429399
PTPN6	-0.797416635073374	1.32901743996368	-17.7627471897351	0.000340619987631107	0.0624373121996538	1.36753236046711
ZC3H11B	-0.794666064492111	1.72189683539373	-17.7062918147923	0.000343936377854463	0.0624373121996538	1.35888391820209
MOBP	-0.794679807508425	7.57854661617975	-17.6374604882704	0.000348037838322865	0.0624373121996538	1.34827882190464
CISH	-0.868506117228454	-0.314976772523609	-17.6369194509815	0.000348070332900325	0.0624373121996538	1.34819519649611
AC145676.1	-1.0041924741886	0.0604042612790244	-17.4995820199905	0.000356450359694283	0.0624373121996538	1.32683245842583
PAPLN	0.868549981170097	4.06017213201564	17.4283740346709	0.000360900572299547	0.0624373121996538	1.31564922363647
SIRT4	-1.21613904343134	-0.228320134089981	-17.4141996691706	0.000361795175076666	0.0624373121996538	1.31341434855513
AC126755.6	1.9131327085474	2.75328269809324	17.3872541312475	0.000363503927694859	0.0624373121996538	1.30915776012331
ELOA3B	0.803782155315098	1.55276771464229	17.3018128165794	0.000368993324782294	0.0624373121996538	1.29559021546365
TM4SF1	1.17688584032016	1.14040039976874	17.2824529196072	0.000370252372541797	0.0624373121996538	1.29250103846405
AC139491.7	0.950359224210123	3.49664971024276	17.231469437082	0.000373595334620356	0.0624373121996538	1.28433923704845
AL450304.2	-0.77239829010153	0.887965218132552	-17.1556529913468	0.000378640839027646	0.0624373121996538	1.27213032826273
SLFN13	-0.975980869302332	0.266563613997105	-17.1098449941501	0.000381733074162529	0.0624373121996538	1.26471193519583
TUT1	0.926630446239143	2.59268399235127	17.0462012318345	0.000386085010068927	0.0624373121996538	1.25435245176083
RPLP0P6	-0.866679462883006	0.73412454954959	-17.045771037279	0.000386114649428874	0.0624373121996538	1.25428221839207
RARRES2	0.767218938382992	2.46848203049323	16.9993348936033	0.000389331770657745	0.0624373121996538	1.24668447471587
FAM198B-AS1	0.764899626249067	2.46308563044603	16.9104009144998	0.000395592864939212	0.0624373121996538	1.2320410355572
SFTA1P	1.09981613701482	1.46057375632946	16.9083318751596	0.000395740109100836	0.0624373121996538	1.2316989056501
GYPB	-0.768467408943919	-0.400335100918689	-16.8765782172627	0.000398008997764741	0.0624373121996538	1.22643989744244
RNU1-19P	-0.793545542789402	0.131252814492368	-16.8210942823628	0.000402014969601032	0.0624373121996538	1.2172130647704
STX17-AS1	-1.38944573564211	-0.0048870208525835	-16.764510633798	0.000406155473927561	0.0624373121996538	1.20775375602699
RF00019	-0.818512623865961	2.11162198809609	-16.7289143379596	0.000408789179752097	0.0624373121996538	1.2017771686817
SUCLA2P3	-0.793260441883331	-0.550792161933101	-16.6868638746883	0.000411929611854109	0.0624373121996538	1.19469110480919
FBN3	-1.07785840342809	1.18038797100117	-16.6750431703797	0.000412818155929473	0.0624373121996538	1.1926941031921
STAG3L5P	1.42574636938842	4.13293918312827	16.6445415675281	0.00041512265855454	0.0624373121996538	1.18753084907007
RGS10	-0.804239645865327	1.44757453266805	-16.6218971505113	0.000416844543577246	0.0624373121996538	1.18368803321575
SNORD57	-1.21578311851696	0.0300873190908316	-16.6148373318436	0.000417383305214481	0.0624373121996538	1.1824882849344
AC103810.1	1.00473017703171	0.217605411091028	16.5923696672758	0.000419104041980855	0.0624373121996538	1.17866479905747
C10orf25	-1.70665883615334	0.0155787023037664	-16.5561714957365	0.00042189615718594	0.0624373121996538	1.1724876107123
AC008957.1	-0.830987845489355	0.553848277214227	-16.50164338386	0.000426148783616811	0.0624373121996538	1.16314245587192
TNXA	0.759804923899069	0.471894660490182	16.4703324047248	0.000428616371101922	0.0624373121996538	1.15775448087705
SLC16A3	-0.762805464575038	2.10732396032227	-16.4484996065161	0.000430348189291824	0.0624373121996538	1.15398804213395
APBB1IP	-0.918971247679305	2.72775008848085	-16.4367205662528	0.000431286370499541	0.0624373121996538	1.15195276834359
ZNF630	0.75451989449425	1.68426998669361	16.4306708243175	0.00043176927444181	0.0624373121996538	1.15090656361142
AC002128.1	0.761958064407164	-0.238192064430935	16.3922046740198	0.00043485652466257	0.0624373121996538	1.14424040897347
FGF7P6	0.916033265330906	1.62360096776316	16.3476127633222	0.000438472080989331	0.0624373121996538	1.13648214799359
AL772307.1	0.912493346235514	1.12656169952392	16.3432173277666	0.000438830617538276	0.0624373121996538	1.13571563386076
LINC00842	0.807178948301408	-0.423898871541849	16.3052471341542	0.000441944061163376	0.0624373121996538	1.12908071389249
TCERG1L	0.752356117405904	3.74670424566544	16.3017350831671	0.000442233513695899	0.0624373121996538	1.1284658061331
FIBCD1	-1.30598974974914	0.513882126128389	-16.2930524961352	0.000442950183331692	0.0624373121996538	1.12694473255038
SNORA74D	-0.732633040981956	1.8758465768222	-16.2880046258284	0.000443367546159027	0.0624373121996538	1.12605983511641
SFXN2	0.815349746511454	2.0952508931661	16.2420112550368	0.000447194397071971	0.0625388942238567	1.11797752637887
LINC00598	-1.26073726582416	0.730568261511963	-16.0888160881365	0.000460260494349013	0.063145176002769	1.0907997442437
RNY3P1	-0.72846138431438	1.25556998176773	-16.0631813624324	0.000462496029593527	0.063145176002769	1.08621299406709
FP236383.1	-1.74969894983134	3.11992987473727	-16.0466767748064	0.00046394295622757	0.063145176002769	1.08325391134006
AC008277.1	-0.829670799686696	-0.0717089439502195	-16.0086837945652	0.00046729656337783	0.063145176002769	1.07642439678094
AC007256.1	0.764929570384973	0.143988415169455	15.9994036348851	0.00046812058494955	0.063145176002769	1.07475243702834
RNA5SP202	-0.891320538462469	5.59367341613485	-15.9744770502651	0.000470343450214289	0.063145176002769	1.07025416390785
PRX	1.10411337620148	1.40281348920425	15.9135171097368	0.000475838786512709	0.0634583990334313	1.05920781282441
SNORA37	-0.859144353595789	2.0914094590779	-15.8499990377205	0.000481655451350862	0.0634583990334313	1.04762882305187
AC005332.1	0.70893208255602	1.74767824047141	15.791836348752	0.000487064472499849	0.0634583990334313	1.03696377854473
HERC2P5	-1.72438407541396	0.616451149571212	-15.7842353925634	0.000487777273475034	0.0634583990334313	1.03556559889867
SNRPGP10	0.902833262052207	0.583651015354058	15.6559007360238	0.000500023330828991	0.0634583990334313	1.01180303896702
AC010326.4	1.02742352537177	0.138426067497325	15.6218992400256	0.000503335860967358	0.0634583990334313	1.00545768580302
RNF212	-0.70174921377919	0.507655940318554	-15.6067201075849	0.000504824031481507	0.0634583990334313	1.00261819987524
C20orf144	0.940330253099663	0.777862734245128	15.6029859956433	0.00050519101759591	0.0634583990334313	1.00191903700898
SNORD22	-0.989403831411158	3.34150023004644	-15.59735173732	0.000505745417081225	0.0634583990334313	1.00086361751751
APOLD1	0.719900327704634	2.70673606003323	15.5966998590143	0.000505809612503022	0.0634583990334313	1.00074146925336
AC007878.1	1.06862106448196	2.20805081358255	15.5428063161421	0.000511154414427155	0.0634583990334313	0.990616173996946
PLK1	0.704199898975273	1.29813484489893	15.5073016025736	0.000514716411185386	0.0634583990334313	0.983916670182436
AL392083.1	-0.737179128567874	-0.31712008704139	-15.4644036238349	0.000519064066109689	0.0634583990334313	0.975791178643252
KRT8P13	0.718587769902141	0.525221328942415	15.4635655590816	0.000519149485750745	0.0634583990334313	0.975632098999732
GADD45G	-0.841586983287533	1.02112948469625	-15.4433786293018	0.000521212665723453	0.0634583990334313	0.971796333069676
RF00019	-0.803359843475036	0.760219408782045	-15.3790443704077	0.000527860662202823	0.0634583990334313	0.959521543754196
VSIG2	0.88297882294518	0.212527542087379	15.3713795329993	0.000528660171723339	0.0634583990334313	0.958053971329784
RPL18AP7	-0.703743183254923	0.834374788071162	-15.3643224138963	0.000529397707697708	0.0634583990334313	0.956701786005606
GLIPR1L1	0.700204040317396	-0.128795797365073	15.2448196020289	0.000542096164902642	0.0635103042012603	0.933662099597468
AL390198.1	0.709683015299595	0.271038252595681	15.2391432102046	0.000542709317075358	0.0635103042012603	0.932560992227994
SYDE1	0.782271847844501	1.56583246687977	15.1960461771882	0.000547394621539462	0.0635103042012603	0.924180999485468
TTI2	-1.15766750334473	2.9003582353918	-15.1837331287662	0.000548743057130912	0.0635103042012603	0.921780275391864
BAAT	-1.03289760868988	0.223054890695888	-15.1719061045411	0.00055004240632914	0.0635103042012603	0.919471578744837
PCARE	0.816750936653606	0.178736580355531	15.147046765651	0.000552786815194741	0.0635103042012603	0.914610152904025
AL732509.1	0.718904855966362	1.18341774739071	15.0505658874313	0.000563611232859504	0.0635103042012603	0.895629602114671
AC037459.4	0.680629371923314	-0.106083009620081	15.0163773031553	0.000567514154410876	0.0635103042012603	0.888860316850161
AC140847.2	0.703120127346568	0.079674493591049	14.9535926991606	0.000574775151646942	0.0635103042012603	0.876369408209911
AC079781.1	-0.791506912031651	-0.336071471180332	-14.9516095977354	0.000575006492194142	0.0635103042012603	0.875973609089554
MDFI	-0.763909041195284	-0.301471392318395	-14.9193841199716	0.000578783103879233	0.0635103042012603	0.869530964439065
NFKBID	-0.748336418305383	1.31127673388865	-14.9092148336977	0.000579981683101813	0.0635103042012603	0.867493612369286
C3	-0.669115460511614	5.99387751070372	-14.8979115698716	0.000581317770768913	0.0635103042012603	0.865226666626066
AC023282.1	0.774412845859004	1.92076334401156	14.8818167878626	0.000583227266648923	0.0635103042012603	0.861994366733043
AC016717.2	-0.702697595076924	2.53053498406832	-14.8791346868514	0.000583546278857175	0.0635103042012603	0.8614552217085
RNA5SP199	-0.667145811020585	2.35252353376595	-14.8630872291241	0.000585459810655286	0.0635103042012603	0.858226431342517
TMED6	-0.667637837597074	-0.487528870861469	-14.8437357438627	0.000587778373359227	0.0635103042012603	0.854326023027768
RFLNB	-0.758940932568501	2.25312879002369	-14.836370559268	0.000588664009317772	0.0635103042012603	0.852839557607121
OR13J1	-1.32874968213827	0.456053937592965	-14.8128898716513	0.000591499281844948	0.0635103042012603	0.848093349066819
CTAGE14P	1.2732414823196	0.933487900267091	14.8012966852047	0.000592905809406939	0.0635103042012603	0.845745906707588
SPTSSB	0.825052082598543	3.60490922827427	14.7513226229982	0.000599019725791027	0.0636585775518193	0.835595914126124
AC012146.1	-1.00298424590695	0.996196712989008	-14.7222074591589	0.00060262019796521	0.0636585775518193	0.829659171312366
CCR1	-0.890498416454121	0.384225729939073	-14.7129308714725	0.000603773379302686	0.0636585775518193	0.82776400609254
FP236383.4	-1.79373611863698	1.33319294564453	-14.6273554449619	0.000614550240130641	0.0640646612516461	0.810198431514161
SNORD115-41	-0.662124873572009	2.17934272926913	-14.6149544523621	0.000616132992790999	0.0640646612516461	0.807640484204915
SLC39A12	0.686438642751852	3.27492888325315	14.5884984341717	0.000619527663167328	0.0640646612516461	0.802172807281984
AL592114.3	-1.10694026738898	0.633126374419257	-14.5821182167114	0.000620350031982867	0.0640646612516461	0.800852039267472
RNU2-2P	-0.6648619195482	9.72605908456095	-14.5099359687427	0.000629755197459206	0.0644104027609239	0.785850710607354
ATP13A5	0.655523522913016	0.279431980621657	14.5073562043301	0.0006300948129855	0.0644104027609239	0.785312559127846
ZC3HAV1L	1.26031864283795	0.422305066424492	14.4707479320295	0.000634940350489178	0.064502731269331	0.777660869883386
CXCR6	-0.733335710421707	-0.0127443375114948	-14.4522756301965	0.000637404087923174	0.064502731269331	0.773789193179457
MAFG-DT	0.658686189885095	1.13487224030854	14.3853549146273	0.00064643618521649	0.0645682852514531	0.759702714465268
OR2H2	0.70305187293502	0.589659813704636	14.3786534973686	0.000647349954966132	0.0645682852514531	0.758286870101589
AC012615.1	0.745086684112667	0.97623135546761	14.3510170881874	0.000651136404564525	0.0645682852514531	0.752437874467544
MCUB	-0.670436868406852	0.480298684568293	-14.33631774936	0.000653162286846616	0.0645682852514531	0.749320252793412
ADCY4	1.33951575768233	1.06324487345922	14.3280122862278	0.000654310642241231	0.0645682852514531	0.747556681970435
AC092803.2	-0.974156709511165	0.192903798493935	-14.2670742692191	0.000662818429643699	0.0645682852514531	0.734571895516067
AC009244.2	0.959946347208158	0.848827491157416	14.2625306392119	0.000663458628048166	0.0645682852514531	0.733600526434426
KLHL41	1.48394104733661	0.33500055580575	14.236905573558	0.000667084554027177	0.0645682852514531	0.728113861573163
CICP4	1.22391546805114	0.823998557751749	14.1822804253386	0.000674901869041475	0.0645682852514531	0.71637031969851
FP671120.9	-1.80953867069125	0.727953285494515	-14.1737572285301	0.000676132514470548	0.0645682852514531	0.714532102805817
HNRNPRP1	0.64581668162926	0.889359464607306	14.1426239717937	0.000680653067726986	0.0645682852514531	0.707804014466903
SNORA57	-1.50417198153979	2.91540717414959	-14.1241011148553	0.000683361559690295	0.0645682852514531	0.703791020813848
CAVIN2	0.796542551479408	2.36105669121027	14.0172095757536	0.000699273342423508	0.0645682852514531	0.680484771370168
HBQ1	-1.33527111634606	-0.238264438470255	-13.9980790963276	0.00070217260924274	0.0645682852514531	0.676286822573153
SNORD46	-0.709331921987595	2.91302422676299	-13.9613719471404	0.000707780309395065	0.0645682852514531	0.668208931499132
AL138820.1	0.708935497086741	0.150028229473848	13.9485576721575	0.000709751865208274	0.0645682852514531	0.665381851791889
ADRA2A	-0.696345144143927	3.13028644224494	-13.9033941917904	0.000716758705697368	0.0645682852514531	0.655388358491335
SCO2	-0.624861954331979	-0.3994992287499	-13.8788534344277	0.000720604424509355	0.0645682852514531	0.649938758811921
ASB16	0.642903399182747	1.32501639125747	13.8787019420798	0.000720628249089598	0.0645682852514531	0.649905075432519
PRKX	0.635282227056672	2.37709903353577	13.8644411119346	0.000722875661638562	0.0645682852514531	0.646731929430838
AL161734.2	-0.992074277605371	-0.232947457229855	-13.8583902632849	0.00072383203493265	0.0645682852514531	0.645384168245656
NQO2	0.659552816082393	5.2082686822232	13.8462588409876	0.000725754523684678	0.0645682852514531	0.642679508395203
R3HDM2P1	-1.19847718424768	1.13995364913143	-13.8375002570975	0.000727146709973245	0.0645682852514531	0.640724721521154
AP4B1-AS1	-0.773656547961216	0.994984193193513	-13.8074242588593	0.000731954280982547	0.0645682852514531	0.633998829132166
CHI3L1	1.15101318531182	2.92583154375809	13.7990794023283	0.000733295627122234	0.0645682852514531	0.632128991002947
NAALADL2	0.620779670590159	1.85454007551143	13.7747067263264	0.000737231923151121	0.0645682852514531	0.626658612018386
SSTR1	-0.624545712558136	4.4747403191413	-13.7669909247543	0.000738483878365763	0.0645682852514531	0.62492396776881
AL049775.1	0.658845968047219	3.20404140772076	13.7470317028264	0.000741735497248742	0.0645682852514531	0.620430410323803
TDRD9	-1.44590718609216	1.41925768112077	-13.7394564080869	0.000742974565916458	0.0645682852514531	0.618722517840663
AL355472.3	0.650256511937463	0.325577090974384	13.7141695974255	0.000747130517080536	0.0645682852514531	0.613011824537457
LIME1	1.27841906103125	1.0327054983543	13.707777238381	0.000748185980659111	0.0645682852514531	0.611565840806939
PINLYP	1.35997366178063	0.682482956648262	13.7073806874682	0.000748251521397873	0.0645682852514531	0.611476107663149
TCF7L1	-0.616850049376847	1.72819267341655	-13.6771968375405	0.000753262569874049	0.0645682852514531	0.604635222326989
ELOA2	-0.632552639404399	0.279636247030842	-13.6640897413405	0.000755452391574883	0.0645682852514531	0.601657993599861
DSC1	-0.741503603016531	-0.418350061549957	-13.6444297681654	0.000758752815117923	0.0645682852514531	0.597184755468666
FBXL6	-0.61216176176612	2.1858949668445	-13.6398437916595	0.000759525427279844	0.0645682852514531	0.59614000224644
ADGRA1-AS1	-0.636178186196005	2.44404961235833	-13.6205183415375	0.00076279268717941	0.0645682852514531	0.59173194503065
SPAG5-AS1	0.615316612077126	2.25488968473285	13.6154776020602	0.000763647953988567	0.0645682852514531	0.5905807264223
PLIN3	-0.676352388176595	3.23585630142635	-13.5779701113587	0.00077005185845277	0.0645682852514531	0.581995812486655
LDHAP2	0.749272463331899	0.300897344038447	13.5576107100823	0.000773557693018514	0.0645682852514531	0.577321892047035
TMEM51	-0.773504909256664	1.10078642743388	-13.4708891319915	0.000788729499691776	0.0645682852514531	0.557302456168931
